"","screenName","location","lon","lat"
"nssoaxaca","nssoaxaca","Oaxaca, México",-96.7132304,17.0542297
"HaroldAndLoueh_","HaroldAndLoueh_","Alicante, Idris",-0.4906855,38.3459963
"SwineFluFlash","SwineFluFlash","London",-0.1277583,51.5073509
"arcanoid70","arcanoid70","Calabria, Italy",16.3463791,39.3087714
"KofoJomo","KofoJomo","Lagos, Nigeria",3.3792057,6.5243793
"mohicks18","mohicks18","Columbus, OH",-82.9987942,39.9611755
"KaelanRhy","KaelanRhy","Southern Ontario, Canada",-79.8671319,43.2579685
"cbnamazonia","cbnamazonia","Brasil",-51.92528,-14.235004
"RosarioSibillo","RosarioSibillo","Campania, Italy",14.8475139,41.1099473
"Cillalapostej","Cillalapostej","Denmark",9.501785,56.26392
"perrysmoschino","perrysmoschino","italy | 🏳️‍🌈",12.56738,41.87194
"csibeno","csibeno","Manchester, England",-2.2426305,53.4807593
"_deusetopper","_deusetopper","Prudente de Morais, Brasil",-44.1590819,-19.4752321
"AimeeBWrites","AimeeBWrites","The Resistance.",-93.089851,44.9508411
"tortahelada__","tortahelada__","Lima, Peru",-77.042754,-12.0463731
"EBmedicine","EBmedicine","Norcross, GA",-84.2135309,33.9412127
"VPello92","VPello92","Piacenza, Emilia Romagna",9.6929845,45.0526206
"punkt_emm","punkt_emm","Um die Ecke",7.4971122,46.8904992
"samanthameelo","samanthameelo","Manaus, Brasil",-60.0217314,-3.1190275
"EmanueleFameli","EmanueleFameli","Genoa",8.946256,44.4056499
"torreon","torreon","Torreón, Coahuila de Zaragoza",-103.4067861,25.5428443
"DiarioRotativo","DiarioRotativo","20.39049,-99.961456",-99.9613512,20.3905428
"MichelleRafter","MichelleRafter","Portland, OR",-122.6587185,45.5122308
"minvgigi","minvgigi","Sicily, Italy",14.0153557,37.5999938
"horizontetunero","horizontetunero","San Luis Potosí, México",-100.9855409,22.1564699
"pcyyunho","pcyyunho","ve",-95.677068,37.0625
"oscarmontani","oscarmontani","Toscana",-118.463375,34.0541709
"juditlingon","juditlingon","Strömstad, Sverige",11.1791872,58.9383459
"jeremycsnyder","jeremycsnyder","Vancouver, BC",-123.1207375,49.2827291
"AskDeMarie","AskDeMarie","Orange County, California",-117.8311428,33.7174708
"ninamoraless","ninamoraless","Monterrey Nuevo Leon ",-100.3161126,25.6866142
"elchiltepin","elchiltepin","Hermosillo, Sonora",-110.9559192,29.0729673
"lyssiebabyx","lyssiebabyx","Wisconsin, USA",-88.7878678,43.7844397
"lemellekh2","lemellekh2","Grand Rapids, MI",-85.6680863,42.9633599
"sheenakgraham","sheenakgraham","Jamaica",-77.297508,18.109581
"Sugaarrbaby","Sugaarrbaby","Toronto, Ontario",-79.3831843,43.653226
"latteonmyscrubs","latteonmyscrubs","United States",-95.712891,37.09024
"Azzurra6671","Azzurra6671","Dublin, Ireland, Palermo, Sicilia, Trieste, Firenze, Prato",-6.2603097,53.3498053
"AvisVolleyPt","AvisVolleyPt","Italia- Pistoia",10.9078587,43.9303475
"MissGracey13","MissGracey13","Distrito Federal, México",-99.133208,19.4326077
"WomensHealthCT","WomensHealthCT","Avon, CT",-72.8305154,41.8096201
"bibby74","bibby74","Monterotondo, Lazio",12.6202874,42.0517785
"8_Columnas","8_Columnas","Estado de México",-99.7232673,19.4968732
"yohane_enbot","yohane_enbot","Numazu-shi, Shizuoka",138.8634925,35.0955842
"lasereb","lasereb","Milan, Lombardy",9.189982,45.4642035
"liderweb_mx","liderweb_mx","Nuevo Laredo, Tamaulipas",-99.549573,27.4779362
"LadyDeibs","LadyDeibs","Somewhere near Pittsburgh, PA",-79.9857243,40.4409777
"bamebams","bamebams","Tebet, Jakarta",106.8473377,-6.2318597
"Jenny_The_Girl","Jenny_The_Girl","Denmark",9.501785,56.26392
"Fernando_Memoli","Fernando_Memoli","Salerno, Campania",14.7680961,40.6824408
"alexa5313","alexa5313","Toscana, Italia",11.2486208,43.7710513
"SE_Mamelund","SE_Mamelund","Skedsmo, Norge",11.0421988,59.9929184
"htrandreibl","htrandreibl","Montemorelos, Nuevo León.",-99.8363028,25.1889176
"TLCane1","TLCane1","USA",-95.712891,37.09024
"RyanMorhard","RyanMorhard","Geneva, Switzerland",6.1431577,46.2043907
"420lanie","420lanie","Texas, USA",-99.9018131,31.9685988
"ActualYucatan","ActualYucatan","Mérida, Yucatán, México",-89.5925857,20.9673702
"MarckVoltury","MarckVoltury","Toluca",-99.6556653,19.2826098
"rwjdingwall","rwjdingwall","United Kingdom",-3.435973,55.378051
"sdfellis117","sdfellis117","Minnesota",-94.6858998,46.729553
"KaylaYax","KaylaYax","Saturn",-95.9946482,36.1583952
"hereforthejava","hereforthejava","Seattle - Tacoma",-122.3088165,47.4502499
"stabyoulots","stabyoulots","West Virginia, USA",-80.4549026,38.5976262
"pettydredful","pettydredful","Canada",-106.346771,56.130366
"JamieMcSloy","JamieMcSloy","England, United Kingdom",-1.1743197,52.3555177
"PasqualeDeFalc1","PasqualeDeFalc1","Pavia, Lombardia",9.1582069,45.1847248
"maxvoza","maxvoza","nato a Eboli (SA)",15.0546045,40.6182444
"peddoc07","peddoc07","Bellevue, WA",-122.2015159,47.6101497
"tlotre","tlotre","Torino, Piemonte",7.686864,45.0703393
"HyperPixie_","HyperPixie_","Lago Maggiore, Lombardia",8.6532586,45.9676218
"DrGaganGrover","DrGaganGrover","Chandigarh ",76.7794179,30.7333148
"_LeMoog_","_LeMoog_","Germany",10.451526,51.165691
"Rev_Danielle","Rev_Danielle","Edmonton",-113.4909267,53.544389
"natadecio","natadecio","ibiza ",1.4821482,39.0200099
"AliQuqiiz","AliQuqiiz","New York, USA 🇺🇸",-74.0059728,40.7127753
"fabiusr","fabiusr","narni, italy",12.5156299,42.5176022
"bathbombking","bathbombking","Peru, IL",-89.1289728,41.3275349
"whitetrashart","whitetrashart","Illinois, USA",-89.3985283,40.6331249
"gl4w1992","gl4w1992","Maceio-AL / Brazil",-35.7089492,-9.6498487
"OfficialFGTNews","OfficialFGTNews","india",78.96288,20.593684
"BioProfBarker","BioProfBarker","Madison, NJ",-74.417097,40.7598227
"michelelate","michelelate","Washington, DC",-77.0368707,38.9071923
"sbdrysdale","sbdrysdale","London, England",-0.1277583,51.5073509
"rorykcd","rorykcd","Valencia, CA",-118.5713823,34.456151
"orsomik","orsomik","Pioltello Milan, Italy",9.3261186,45.489622
"CypressFestival","CypressFestival","5700 Orange, Cypress CA 90630",-118.0337487,33.8223721
"AnupSubedee","AnupSubedee","Nepal",84.124008,28.394857
"UN1ONJal","UN1ONJal","Guadalajara, México",-103.3496092,20.6596988
"pulso_mx","pulso_mx","San Luis Potosí",-100.9855409,22.1564699
"tonydaopharmd","tonydaopharmd","Garden Grove, CA",-117.9379952,33.7742692
"zaph0d42","zaph0d42","NYC",-74.0059728,40.7127753
"ensenada","ensenada","Ensenada, México.",-116.5963713,31.8667427
"TomboxaneA2","TomboxaneA2","Cambridge, UK",0.121817,52.205337
"gopal_benoy","gopal_benoy","Kolkata, India",88.363895,22.572646
"TotoChiaramonte","TotoChiaramonte","CGIL",-79.4540805,43.713787
"fiona779","fiona779","Munich",11.5819805,48.1351253
"s_suesty","s_suesty","Indonesia",113.921327,-0.789275
"lilmikmac","lilmikmac","Spearfish, SD",-103.8593697,44.4908172
"CiaoLapo","CiaoLapo","Prato, Italy",11.102228,43.8777049
"NFIDvaccines","NFIDvaccines","Bethesda, MD",-77.0947092,38.984652
"jvpagola","jvpagola","Rome, Lazio",12.4963655,41.9027835
"Leonard71089862","Leonard71089862","Firenze ",11.2558136,43.7695604
"wahyunh_","wahyunh_","Yogyakarta",110.3694896,-7.7955798
"hdighn","hdighn","Foothills of NC",-81.6888248,35.744679
"ImaanHealthcare","ImaanHealthcare","Nationwide, UK",-94.145075,36.107179
"tibi86","tibi86","Genova",-82.568876,35.609611
"MyangelMT","MyangelMT","Mark’s heart",-111.8570638,40.6859264
"Plumbobbit","Plumbobbit","Europe",15.2551187,54.5259614
"profvrr","profvrr","New York, USA",-74.0059728,40.7127753
"SabotagedFool2","SabotagedFool2","Penkridge, Staffordshire, UK",-2.116372,52.725155
"_akashahismail","_akashahismail","George Town, Pinang",100.3091,5.4356367
"marytheluckyone","marytheluckyone","Finland",25.7481511,61.92411
"ovinodagiardino","ovinodagiardino","Costa smeralda",-115.2593709,36.1309272
"AChVoice","AChVoice","Singapore",103.819836,1.352083
"jillkthompson","jillkthompson","Casper, WY",-106.3251749,42.8500769
"NPF","NPF","Headquartered in Portland, OR",-122.619744,45.478976
"kevinwidgo","kevinwidgo","Cilacap / Jawa Tengah",109.023521,-7.6982991
"kingzajn","kingzajn","Upper East Side,, sicilia💫",-73.9565551,40.7735649
"robybrunelli","robybrunelli","Brescia",10.2118019,45.5415526
"comunitadidio","comunitadidio","Switzerland",8.227512,46.818188
"laptamy","laptamy","Sumatera Selatan",103.914399,-3.3194374
"caminorealmedia","caminorealmedia","New Mexico, USA",-105.8700901,34.5199402
"prchovanec","prchovanec","New York, NY",-74.0059728,40.7127753
"Jdabanchpena","Jdabanchpena","Chile",-71.542969,-35.675147
"AdaOhafia","AdaOhafia","Lagos, Nigeria",3.3792057,6.5243793
"RestoreHearing","RestoreHearing","London",-0.1277583,51.5073509
"Brainswiffer","Brainswiffer"," Bern",7.4474468,46.9479739
"arnalikesart","arnalikesart","Italy",12.56738,41.87194
"judymorris3","judymorris3","Delaware, USA",-75.5276699,38.9108325
"menshokunin_Xi","menshokunin_Xi","日本 大阪",135.5021651,34.6937378
"Profernandoliga","Profernandoliga","Guarulhos, Brasil",-46.5336678,-23.4543395
"Eurosurveillanc","Eurosurveillanc","Stockholm, Sweden",18.0685808,59.3293235
"JannieNH","JannieNH","Hvidovre, Denmark",12.4753859,55.642522
"thatsntmyage","thatsntmyage","London.",-0.1277583,51.5073509
"Marco_dreams","Marco_dreams","Lombardia, Italia",9.8452433,45.4790671
"22Alex87JUVE","22Alex87JUVE","Palermo, Sicily",13.3614868,38.11569
"KennyTheGhul","KennyTheGhul","Berlin, Germany",13.404954,52.5200066
"AlineSupreme","AlineSupreme","Florence",11.2558136,43.7695604
"lado_mx","lado_mx","Mexico",-102.552784,23.634501
"razorblack66","razorblack66","rapallo",9.2338889,44.3498211
"misty_wind","misty_wind","Japan",138.252924,36.204824
"yukifurunomichi","yukifurunomichi","山口 山口市",131.4737269,34.178496
"atavrtshkespear","atavrtshkespear","Mersin, Türkiye",34.6414811,36.8121041
"fredvries","fredvries","Harlingen",-97.6961026,26.1906306
"Menikhusada1","Menikhusada1","Cimahi Utara, Indonesia",107.5564326,-6.8633153
"linkie16","linkie16","+62 31",31.1682843,62.1946432
"Wicklewon","Wicklewon","Upton, West Yorkshire.",-1.286148,53.613499
"ivan_toby","ivan_toby","Sondrio, Lombardia",9.8787674,46.1698583
"apeykins","apeykins","Halifax, NS",-63.5752387,44.6487635
"nclexpharm","nclexpharm","Minnesota, USA",-94.6858998,46.729553
"o2real365","o2real365","Spartanburg, SC",-81.9320482,34.9495672
"Cobretti_80","Cobretti_80","italia",12.56738,41.87194
"evolvenza","evolvenza","Rome, Italy",12.4963655,41.9027835
"bernadecchi","bernadecchi","allianz stadium",-93.1650965,44.9529226
"ProdeneGmbH","ProdeneGmbH","Germany",10.451526,51.165691
"mamaru0911","mamaru0911","東京",139.7319925,35.7090259
"Adam_Ziyad32","Adam_Ziyad32","Ipoh, Perak",101.090106,4.597479
"v4lentinatweets","v4lentinatweets","Lombardia, Italia",9.8452433,45.4790671
"RoePipi","RoePipi","Nagykanizsa, Hungary",16.9896796,46.4590218
"anjulinursinghm","anjulinursinghm","Faridabad, India",77.3177894,28.4089123
"Nounsso","Nounsso","Abuja, Nigeria",7.398574,9.0764785
"ADTsaousis","ADTsaousis","Canterbury, Kent",1.0789089,51.280233
"academorosario","academorosario","davoli",16.4857439,38.6491651
"vopiscus_bm","vopiscus_bm","Salford",-2.2901264,53.4875235
"greenhairtae","greenhairtae","21, Italy",12.56738,41.87194
"medsinpregnancy","medsinpregnancy","UK",-3.435973,55.378051
"Dania","Dania","Milano",-75.163389,39.9629406
"LeonebonCettina","LeonebonCettina","italia",12.56738,41.87194
"WHOEMRO","WHOEMRO","Cairo, Egypt",31.2357116,30.0444196
"EQUINECA","EQUINECA","Lund, Sverige",13.1910073,55.7046601
"pobier","pobier","Copenhagen, Denmark",12.5683372,55.6760968
"4koori","4koori","Czech Republic",15.472962,49.817492
"univtrends","univtrends","Bologna IT",11.3426162,44.494887
"kevyum143","kevyum143","Australia",133.775136,-25.274398
"BLoprete311075","BLoprete311075","Bari, Apulia",16.8718715,41.1171432
"Rand4ll","Rand4ll","21st century",-121.2679576,38.1268169
"sixx_amitaly","sixx_amitaly","Italy",12.56738,41.87194
"DanuMass","DanuMass","Lombardy, Italy",9.8452433,45.4790671
"11teewhy","11teewhy","Cold world",-79.786152,36.0350929
"Conox_it","Conox_it","Italy",12.56738,41.87194
"the_awARDEE","the_awARDEE","Rehiyon ng Bikol, Republika ng",123.4136736,13.4209885
"danddhumphries","danddhumphries","England, United Kingdom",-1.1743197,52.3555177
"Jk_italy","Jk_italy","Italia",12.56738,41.87194
"Monica73774598","Monica73774598","Rignano sull'Arno, Toscana",11.4468796,43.7235312
"ElianaCocca","ElianaCocca","Italia",12.56738,41.87194
"mindmixradio","mindmixradio","Montana, USA",-110.3625658,46.8796822
"laura12ottobre","laura12ottobre","Italia",12.56738,41.87194
"ilquotidianoweb","ilquotidianoweb","Edizione Calabria",15.649875,38.102328
"lukval","lukval","Copenhagen",12.5683372,55.6760968
"GabpiccoPicco","GabpiccoPicco","Pamplona . Navarra",-1.6457745,42.812526
"share_lab","share_lab","愛知県豊橋市",137.3914662,34.7691995
"AlastairMcA30","AlastairMcA30","Vancouver, British Columbia",-123.1207375,49.2827291
"MilaSpicola","MilaSpicola","palermo/roma",14.9841861,40.9296611
"PaulSloane","PaulSloane","Camberley, England",-0.742856,51.3353899
"r_marvelous","r_marvelous","Dublin ",-6.2603097,53.3498053
"master_usmle_rv","master_usmle_rv","Massachusetts, USA",-71.3824374,42.4072107
"Estigiaed","Estigiaed","Mexico, D.F.",-99.133208,19.4326077
"JessLivin98","JessLivin98","Colo{RAD}o",-105.7820674,39.5500507
"KaMarime","KaMarime","Durban,South Africa",31.0218404,-29.8586804
"p_openshaw","p_openshaw","London, England",-0.1277583,51.5073509
"Owakina","Owakina","Magodo. Lagos. Nigeria. ",3.4000616,6.6178643
"luci69dc","luci69dc","Modena, Italy",10.9252269,44.647128
"HPA_MV","HPA_MV","Maldives ",73.22068,3.202778
"giulioenrico","giulioenrico","Planet Earth",-117.8427306,33.7302464
"2ferdi7__","2ferdi7__","Peoples republic of Yorkshire",-0.3585537,53.7636031
"nancymartz4","nancymartz4","United States",-95.712891,37.09024
"Fermontalv","Fermontalv","Victoria, Tamaulipas",-99.1411154,23.7369164
"zakiavelli_v2","zakiavelli_v2","LDN",-115.0826578,36.0219939
"Rocketman46","Rocketman46","Chicago,IL",-87.6297982,41.8781136
"abigailvenlet","abigailvenlet","Holland, MI",-86.1089301,42.7875235
"DosiRavi","DosiRavi","Indore",75.8577258,22.7195687
"AlfredOteiza","AlfredOteiza","La Cisterna, Chile",-70.6613511,-33.5264495
"tlsday1p1","tlsday1p1","San Francisco, CA",-122.4194155,37.7749295
"DeepaDNanayakk1","DeepaDNanayakk1","Los Angeles, CA",-118.2436849,34.0522342
"csoberanis7","csoberanis7","México, Mérida",-89.5925857,20.9673702
"EloyRuiz","EloyRuiz","San Juan, Puerto Rico",-66.1057355,18.4655394
"ellegirl_jp","ellegirl_jp","Tokyo",139.6917064,35.6894875
"FloBo2018","FloBo2018","USA",-95.712891,37.09024
"YucAlMomento","YucAlMomento","Yucatán, México",-89.0943377,20.7098786
"ArtieBucky","ArtieBucky","Pittsburgh, PA",-79.9958864,40.4406248
"bsindia","bsindia","India",78.96288,20.593684
"KiniroTonada","KiniroTonada","Los Angeles, CA",-118.2436849,34.0522342
"iErikaSue","iErikaSue","Lucha Village",-111.756204,33.322367
"RBrownKCfan7","RBrownKCfan7","Muskogee,Ok",-95.3696909,35.7478769
"TkAg_1","TkAg_1","じゃぽん",139.6932591,35.6869629
"Imparcialistmo","Imparcialistmo","Istmo de Tehuantepec, Oaxaca",-95.2408707,16.2887496
"ImparcialOaxaca","ImparcialOaxaca","Oaxaca de Juárez, Oaxaca",-96.7265889,17.0731842
"YECdotcom","YECdotcom","Los Angeles and Philadelphia",-118.2365021,34.056219
"FarodiRoma","FarodiRoma","Vatican City",12.453389,41.902916
"mack_story","mack_story","Wakefield, MA",-71.0723391,42.5039395
"michellestodden","michellestodden","Mesquite, NV",-114.06719,36.805531
"diarioelpopular","diarioelpopular","Puebla, Puebla",-98.2062727,19.0414398
"jtdanza","jtdanza","California",-119.4179324,36.778261
"KeishawnPrince","KeishawnPrince","Peace of mind ",-95.9729458,36.1407222
"mattstaggs","mattstaggs","DC Metropolitan Area",-77.3783789,39.1289725
"OrganicLiveFood","OrganicLiveFood","US",-95.712891,37.09024
"Aggie_is_lovely","Aggie_is_lovely","Halloweentown",-118.339838,34.170582
"marileeaandrews","marileeaandrews","Baton Rouge, LA",-91.1871466,30.4514677
"A_Solaano","A_Solaano","México",-102.552784,23.634501
"AmalikaGMA","AmalikaGMA","Denpasar, Bali (Indonesia)",115.2126293,-8.6704582
"kaivac","kaivac","Hamilton, OH, USA",-84.5613355,39.3995008
"labnorth","labnorth","Canada",-106.346771,56.130366
"melaniehdzzz","melaniehdzzz","Monterrey",-100.3161126,25.6866142
"Joshisforreal","Joshisforreal","United States",-95.712891,37.09024
"DanilodosSGomes","DanilodosSGomes","São Paulo, Brasil",-46.6333094,-23.5505199
"YucatanEnCorto","YucatanEnCorto","Mérida Yucatán",-89.5925857,20.9673702
"DraInsulina","DraInsulina","México",-102.552784,23.634501
"chanboox","chanboox","Merida, Yucatan",-89.5925857,20.9673702
"mipuntodevistaa","mipuntodevistaa","Mérida, México",-89.5925857,20.9673702
"NotideYuc","NotideYuc","Mérida, Yucatán",-89.5925857,20.9673702
"omgdalton","omgdalton","Northern California",-120.8958242,38.8375215
"Flu_Killer","Flu_Killer","Dollard des Ormeaux, Québec,Ca",-73.8205567,45.4895636
"geonichirou","geonichirou","neverland.",-120.0928127,34.7415368
"brendaleuv","brendaleuv","enschede",6.8936619,52.2215372
"EricaBastow","EricaBastow","Florida",-81.5157535,27.6648274
"chekuelo","chekuelo","Estados Unidos",-95.712891,37.09024
"Society4Science","Society4Science","Washington, DC",-77.0368707,38.9071923
"Capital_21","Capital_21","Ciudad de México",-99.133208,19.4326077
"JurisAtotonilco","JurisAtotonilco","Atotonilco el Grande, Hidalgo",-98.6689034,20.2865414
"DeputyHottle","DeputyHottle","Staunton, VA",-79.0716958,38.149576
"INFORMATYUC","INFORMATYUC","Mérida, Yucatán.",-89.5925857,20.9673702
"jeffblev","jeffblev","Columbia, IL",-90.2012239,38.4436637
"cherrywinedols","cherrywinedols","mexico • 16",-99.1427865,19.4331734
"natgeraldinee","natgeraldinee","monterrey | 16",-94.683728,38.881405
"ThugPugMom","ThugPugMom","Bowling Green, KY",-86.4808043,36.9685219
"HMHABahia","HMHABahia","Bahía de Caráquez- Ecuador",-80.4273644,-0.6186619
"King1926SSCN","King1926SSCN","London, England",-0.1277583,51.5073509
"drglasner","drglasner","San Francisco, CA",-122.4194155,37.7749295
"Carolinaking81","Carolinaking81","celaya gto",-100.8112885,20.5279612
"ruxnor","ruxnor","Antofagasta, Chile",-70.3975022,-23.6509279
"hivsurvival","hivsurvival","Kota Surabaya, East Java",112.7520883,-7.2574719
"MansfieldNews1","MansfieldNews1","Mansfield, Mass",-71.2190578,42.0334565
"madrockworld","madrockworld","Italia",12.56738,41.87194
"udarnik","udarnik","Northern Hemisphere",-77.438898,43.214231
"ReumaStat","ReumaStat","Guayaquil, Ecuador",-79.9223592,-2.1709979
"AdamPugh","AdamPugh","London, UK",-0.1277583,51.5073509
"AmmForShort","AmmForShort","Petaling, Selangor",101.5359674,3.1846237
"OPirson","OPirson","Bruxelles",4.3517103,50.8503396
"carnimvora","carnimvora","Bogor, Jawa Barat",106.8060388,-6.5971469
"_alexismccarthy","_alexismccarthy","Ferry Pass, FL",-87.2124711,30.5101959
"ReginaPhelps","ReginaPhelps","San Francisco, CA",-122.4194155,37.7749295
"rbarishansky","rbarishansky","Pennsylvania, USA",-77.1945247,41.2033216
"sxxfeniks_","sxxfeniks_","Brasília, Brasil",-47.9218204,-15.826691
"roughtradeX","roughtradeX","United States",-95.712891,37.09024
"RoseSenan8","RoseSenan8","warsaw, poland",21.0122287,52.2296756
"angel42710","angel42710","West Point, UT",-112.08411,41.1182767
"Coleah","Coleah","No. Central Missouri",-92.328842,38.97645
"Fliff96","Fliff96","Philadelphia, PA",-75.1652215,39.9525839
"ReporterosMayab","ReporterosMayab","Mérida, Yucatán",-89.5925857,20.9673702
"BoletinMexico","BoletinMexico","Mexico",-102.552784,23.634501
"fernandoyt","fernandoyt","NYC / MXCity",-74.0059728,40.7127753
"JewelNature","JewelNature","Queensland Australia Global ",153.0147336,-27.4976238
"clucylf","clucylf","Monterrey, Nuevo León Mexico",-100.3161126,25.6866142
"mmw_lmw","mmw_lmw","La Jolla, CA. USA",-117.2712717,32.8328112
"HolgerKropp","HolgerKropp","Haderslev, Danmark",9.48911,55.250072
"teranderss","teranderss","Clavería, Azcapotzalco",-99.1802147,19.4649276
"heckyessica","heckyessica","Dallas, TX",-96.7969879,32.7766642
"VincentMele92","VincentMele92","Salerno, Campania",14.7680961,40.6824408
"hooponopono7","hooponopono7","MÉXICO",-102.552784,23.634501
"matteo_milan91","matteo_milan91","Quasi Italia",12.56738,41.87194
"j9duffy","j9duffy","Arlington, MA",-71.1564729,42.4153925
"Yucatan_Informa","Yucatan_Informa","México, Mérida, Yucatán.",-89.5925857,20.9673702
"SSM_Morelos","SSM_Morelos","Morelos, México",-99.1013498,18.6813049
"frafterlaughter","frafterlaughter","Da nessuna parte",9.1929427,44.348882
"pat_ipica","pat_ipica","Lombardia",9.8452433,45.4790671
"PaoloAlberti17","PaoloAlberti17","Castelbaldo, Veneto",11.4563324,45.1249032
"schneiderleonid","schneiderleonid","Frankfurt on the Main, Germany",8.6821267,50.1109221
"NdTijuana","NdTijuana","Tijuana, Baja California",-117.0382471,32.5149469
"abuenozu","abuenozu","México",-102.552784,23.634501
"ensenadaonline","ensenadaonline","Ensenada B.C.",-116.5963713,31.8667427
"313Altamimi","313Altamimi","Baghdad, Iraq",44.3660671,33.315241
"NOTIRIVAS","NOTIRIVAS","Mérida, Yucatán",-89.5925857,20.9673702
"inward_eye","inward_eye","Leipzig",12.3730747,51.3396955
"feelyourbest","feelyourbest","Claremont, CA, USA",-117.7197785,34.0966764
"ERamosPhD","ERamosPhD","Rockville, MD",-77.1527578,39.0839973
"litalibar","litalibar","Rio de Janeiro",-43.1728965,-22.9068467
"trilenga","trilenga","日本",138.252924,36.204824
"bloody_eyeliner","bloody_eyeliner","Upside-Down ",-94.5883125,38.9991889
"Percepcioon","Percepcioon","Hermosillo,Sonora,México",-110.9559192,29.0729673
"melerijenks","melerijenks","Carmarthen",-4.312131,51.85762
"mmfbunny","mmfbunny","Orlando, FL",-81.3792365,28.5383355
"SsaldanhaNeto","SsaldanhaNeto","Brazil",-51.92528,-14.235004
"danielstefanski","danielstefanski","Australia",133.775136,-25.274398
"ProMED_mail","ProMED_mail","Worldwide",-95.266826,36.249758
"Corona_Pietro","Corona_Pietro","Decimoputzu, Sardegna",8.8914256,39.3427645
"mikeyswalker","mikeyswalker","Twin Peaks",-97.2411054,37.7235157
"FedeChloe","FedeChloe","Italy",12.56738,41.87194
"lavozfrontera","lavozfrontera","Mexicali, B.C. México",-115.4522623,32.6245389
"StefanBernstein","StefanBernstein","Italy / Milan",9.189982,45.4642035
"Ptit__Lu","Ptit__Lu","Turin, Piedmont",7.686864,45.0703393
"mojerzgirl","mojerzgirl","from the back of beyond...",-79.2126102,45.265937
"karibenape","karibenape","Lima - Perú",-77.042754,-12.0463731
"Wheretty","Wheretty","Finland",25.7481511,61.92411
"spookybakemono","spookybakemono","Naples - Italy",14.26812,40.8517983
"carpe_diem0820","carpe_diem0820","Tokyo",139.6917064,35.6894875
"NoahProoval","NoahProoval","Montréal, Québec",-73.567256,45.5016889
"libredevolar","libredevolar","Italia",12.56738,41.87194
"TheJMSKitteh","TheJMSKitteh","IL",-89.3985283,40.6331249
"BuntyBrown","BuntyBrown","Your Mom's House",-104.9794787,39.7367329
"SilencingTrees","SilencingTrees","Portugal",-8.224454,39.399872
"TapanuiFlu","TapanuiFlu","New Zealand",174.885971,-40.900557
"Fioredisaguaro","Fioredisaguaro","Italy",12.56738,41.87194
"moduflexllc","moduflexllc","Omaha, NE",-95.9345034,41.2565369
"Stefi282","Stefi282","Florence, Tuscany",11.2558136,43.7695604
"YANKIEQUEBEK2","YANKIEQUEBEK2","Viña del Mar, Chile",-71.5500276,-33.0153481
"TV7Benevento","TV7Benevento","Benevento, Campania",14.7826208,41.1297613
"delongarts","delongarts","Zwolle, the Netherlands",6.0830219,52.5167747
"AndreaCattani2","AndreaCattani2","Lucca, Tuscany",10.5026977,43.8429197
"Quebeccca","Quebeccca","Ann Arbor, MI",-83.7430378,42.2808256
"mcvhaze","mcvhaze","Virginia",-78.6568942,37.4315734
"fl_west","fl_west","Pinellas Park, FL",-82.6995443,27.8428025
"dodena66","dodena66","italia",12.56738,41.87194
"gail_fab","gail_fab","U.S.",-95.712891,37.09024
"TenthWondr","TenthWondr","Root Chakra",-122.1936871,41.411191
"Vaccine_bio","Vaccine_bio","London",-0.1277583,51.5073509
"JuanGrvas","JuanGrvas","España, Spain",-3.74922,40.463667
"GsSantagata","GsSantagata","fuorigrotta",14.1901859,40.823233
"SteelyClams","SteelyClams","Ottawa, Ontario",-75.6971931,45.4215296
"or__kelvin","or__kelvin","Nairobi, Kenya",36.8219462,-1.2920659
"TheIowaClinic","TheIowaClinic","Central Iowa",-93.097702,41.8780025
"cuneytozcan","cuneytozcan","London, England",-0.1277583,51.5073509
"Vomit911","Vomit911","Michigan",-85.6023643,44.3148443
"Silvia31165","Silvia31165","Rome, Lazio",12.4963655,41.9027835
"AlboradaTixtla","AlboradaTixtla","Tixtla de Guerrero, Guerrero",-99.3995924,17.567656
"glasslullabies","glasslullabies","scotland",-4.2026458,56.4906712
"KimberlyMenegh2","KimberlyMenegh2","Illinois, USA",-89.3985283,40.6331249
"gallus_pallas","gallus_pallas","In the coop",-96.8345439,33.1515505
"DYLocal","DYLocal","Mérida, Yucatán, México",-89.5925857,20.9673702
"Mateusousaa_","Mateusousaa_","São Bernardo do Campo, Brasil",-46.5648481,-23.6898429
"jalexhi","jalexhi","En la luna",-88.0728653,41.5367151
"erikneves","erikneves","Brasília",-47.9218204,-15.826691
"AdamMeier20","AdamMeier20","Fort Thomas, KY",-84.4471633,39.0750607
"connors_md","connors_md","Brigham and Women's Hospital, Dana Farber Cancer Institute, BOSTON",-71.5300405,42.1330283
"corgiallorosso","corgiallorosso","Roma",-95.9036356,36.0766378
"vScienceBites","vScienceBites","Ohio, USA",-82.907123,40.4172871
"ironlotus36","ironlotus36","New Mexico, USA",-105.8700901,34.5199402
"cymrocamden","cymrocamden","europe",15.2551187,54.5259614
"PedroAlec_11","PedroAlec_11","Arroyo/ Humacao",-65.8203943,18.1551337
"yucatanalinstan","yucatanalinstan","Mérida Yucatán",-89.5925857,20.9673702
"EvelynPringle","EvelynPringle","Wisconsin",-88.7878678,43.7844397
"rustinmooredvm","rustinmooredvm","Columbus, OH",-82.9987942,39.9611755
"jennnn_idgaf","jennnn_idgaf","North Dakota, USA",-101.0020119,47.5514926
